ymd,session_id,tracking_id,platform,is_app,is_repeater,traffic_type,country_name,agent_id,clickouts,bookings,session_duration,entry_page,total_ctp,arrival_day,departure_day
20180408,2.01804E+18,9JXGN6Y79Z,ZA,0,1,2,South Africa,20,1,0,609,2100,33,20180422,20180423
20180409,2.01804E+18,PTUD6XJ0M9,AU,0,0,2,Australia,20,2,0,411,2100,0,20180421,20180422
20180417,2.01804E+18,80RY82MQ3N,AR,0,0,2,Argentina,2,1,0,55,2100,0,20180428,20180429
20180309,2.01803E+18,7S34IPEW74,IT,0,1,2,Italy,20,0,0,89,2100,0,\N,\N
20180322,2.01803E+18,N8BGZIPE2Z,IE,0,1,2,Ireland,4,0,0,1,2116,0,\N,\N
20180417,2.01804E+18,1K1PYSHFIG,AR,0,0,2,Argentina,2,0,0,201,2100,3,\N,\N
20180405,2.01804E+18,5N2B70TI6U,CA,0,0,2,Canada,20,2,0,683,2100,2,20180730,20180801
20180330,2.01803E+18,ZOVWD2DL3T,IN,0,0,2,India,20,4,0,550,2100,10,20180407,20180409
20180313,2.01803E+18,WCWZPKPBKK,CA,0,0,2,Canada,18,0,0,78,2100,0,\N,\N
20180406,2.01804E+18,CSKTF26OL7,KR,0,1,2,Korea  Republic of,12,0,0,11,2100,0,\N,\N
20180314,2.01803E+18,CX69YC819Z,US,0,0,2,United States,16,0,0,594,2100,2,\N,\N
20180411,2.01804E+18,W4OTIM9GX4,AU,0,1,2,Australia,2,2,0,444,2100,0,20180721,20180723
20180306,2.01803E+18,O64MX7XLL9,IL,0,0,2,Israel,2,0,0,692,2100,0,\N,\N
20180417,2.01804E+18,MMR7S0PRZV,IT,0,1,2,Italy,24,1,0,473,2100,0,20180417,20180418
20180423,2.01804E+18,AXIY1NEW1S,US,0,1,2,United States,4,1,0,278,2100,0,20180521,20180522
20180327,2.01803E+18,HM4XPTY21E,FR,0,0,2,France,18,1,0,29,2100,0,20180410,20180416
20180419,2.01804E+18,DCKYAUTVQY,DE,0,0,2,Germany,12,4,0,411,2100,27,20180916,20180923
20180417,2.01804E+18,BX25EYZQ9O,TR,0,0,2,Turkey,20,0,0,7,2106,0,\N,\N
20180419,2.01804E+18,NY0Y2VH61X,BR,0,1,2,Brazil,20,0,0,370,2111,0,\N,\N
20180322,2.01803E+18,B40G1O01GD,US,0,0,2,United States,4,2,0,2532,2100,198,20180413,20180415
20180305,2.01803E+18,QYYLFKGQ3I,SE,0,0,2,Sweden,2,0,0,0,2100,0,\N,\N
20180315,2.01803E+18,PO4UXV4L3E,KR,0,1,2,Korea  Republic of,2,1,1,222,2100,0,20180410,20180414
20180318,2.01803E+18,AW7S54B162,TR,0,0,2,Turkey,12,3,0,106,2296,2,20180422,20180423
20180320,2.01803E+18,2EBAM5J1DC,MX,0,0,2,Mexico,20,2,0,2244,2100,1,20180329,20180402
20180311,2.01803E+18,FKLA4581XA,CA,0,0,2,Canada,12,0,0,64,2100,0,\N,\N
20180423,2.01804E+18,UZGG9LXQ8J,IT,0,0,2,Italy,20,0,0,213,2100,0,\N,\N
20180412,2.01804E+18,KI5Q3FKB5G,US,0,0,2,Dominican Republic,2,0,0,270,2100,0,\N,\N
20180430,2.01804E+18,B5LB4ZZLWE,IT,0,0,2,Italy,18,0,0,959,2100,11,\N,\N
20180330,2.01803E+18,VN947751K1,US,0,0,2,United States,18,1,0,193,2100,0,20180401,20180402
20180304,2.01803E+18,3YS5AY738Y,MX,0,1,2,Mexico,20,0,0,91,2113,0,\N,\N
20180412,2.01804E+18,764MI2G1JC,US,0,0,2,United States,2,0,0,8,2113,0,\N,\N
20180409,2.01804E+18,5RRY9H6QDB,TR,0,0,2,Turkey,20,7,0,1130,2100,54,20180429,20180501
20180411,2.01804E+18,6QSKKQ3JNW,MX,0,1,2,Mexico,2,1,0,466,2100,2,20180425,20180429
20180303,2.01803E+18,E003OC09V9,DE,0,0,2,Germany,18,0,0,0,2100,0,\N,\N
20180314,2.01803E+18,P6QU27CP48,JP,0,0,2,Japan,20,2,0,404,2113,3,20180324,20180325
20180429,2.01804E+18,211TT0AKR8,UK,0,1,2,United Kingdom,18,1,0,99,2100,18,20180815,20180819
20180329,2.01803E+18,K9IEM4KIVB,AU,0,0,2,Australia,2,0,0,12,2100,0,\N,\N
20180306,2.01803E+18,DDK559AJ3N,US,0,0,2,United States,2,0,0,2210,2316,0,\N,\N
20180327,2.01803E+18,9UJD788HT5,KR,0,0,2,Korea  Republic of,20,0,0,55,2100,0,\N,\N
20180325,2.01803E+18,3TG24O4XZV,US,0,0,2,United States,2,0,0,42,2471,0,\N,\N
20180305,2.01803E+18,3NX9MPGQVW,MX,0,0,2,Mexico,20,0,0,62,2100,1,\N,\N
20180324,2.01803E+18,9HHJ320TLD,FR,0,0,2,Ukraine,18,0,0,259,2114,18,\N,\N
20180425,2.01804E+18,8YUPX2T905,MX,0,1,10,Mexico,20,0,0,2155,2116,0,\N,\N
20180318,2.01803E+18,NVGV21WWH9,DE,0,0,2,Germany,20,0,0,0,2226,0,\N,\N
20180410,2.01804E+18,HPEF9BTXYW,TW,0,1,2,Taiwan,20,0,0,124,2100,18,\N,\N
20180422,2.01804E+18,V089GXS8D6,PH,0,0,2,Philippines,2,1,0,2679,2100,22,20180523,20180528
20180309,2.01803E+18,1R0MH3MGWZ,MX,0,0,2,Mexico,2,1,0,2009,2100,46,20180425,20180430
20180306,2.01803E+18,J3BTVMVZ69,NL,0,0,2,Netherlands,16,0,0,14,2100,0,\N,\N
20180305,2.01803E+18,BYRRY2Q09A,UK,0,1,2,United Kingdom,18,0,0,29,2100,0,\N,\N
20180319,2.01803E+18,Q4NZFSYD59,CH,0,0,2,Switzerland,2,9,0,1723,2100,6,20180331,20180408
20180408,2.01804E+18,JDAX9198UR,FI,0,1,2,Finland,18,0,0,4,2113,0,\N,\N
20180409,2.01804E+18,B1HOL8CMG6,NL,0,0,2,Netherlands,20,0,0,23,2317,0,\N,\N
20180407,2.01804E+18,RP0PYNRAOI,RU,0,0,2,Russian Federation,4,0,0,1441,2100,0,\N,\N
20180318,2.01803E+18,ZIB3RLE2R5,IN,0,0,2,India,2,0,0,210,2100,0,\N,\N
20180420,2.01804E+18,UODLUTBRLJ,US,0,0,2,United States,18,3,1,5089,2100,174,20180512,20180515
20180413,2.01804E+18,8VDJJQMLIB,IT,0,0,2,Italy,2,2,0,397,2100,1,20180503,20180504
20180327,2.01803E+18,R746SACZ0T,US,0,0,2,Mexico,2,0,0,77,2321,0,\N,\N
20180302,2.01803E+18,H8M7D56VGM,PL,0,0,10,Germany,20,2,0,304,2116,0,20180315,20180316
20180420,2.01804E+18,2Q0W8J6CC3,VN,0,0,2,Vietnam,20,0,0,23,2460,0,\N,\N
20180424,2.01804E+18,U4T40LC9A8,ZA,0,0,2,South Africa,16,0,0,8,2106,0,\N,\N
20180306,2.01803E+18,PK8O2LUDYE,US,0,0,2,United States,20,0,0,2,2374,0,\N,\N
20180421,2.01804E+18,T880DGT08Q,PL,0,0,2,Poland,2,3,0,602,2113,65,20180602,20180603
20180403,2.01804E+18,0XOFK3ZFUN,FR,0,0,2,France,2,0,0,0,2100,0,\N,\N
20180423,2.01804E+18,387RK7K9HR,PL,0,0,2,Poland,14,1,0,166,2100,0,20180430,20180502
20180313,2.01803E+18,LT625AKCKD,BR,0,1,2,Brazil,12,0,0,258,2100,9,\N,\N
20180405,2.01804E+18,SO4HSNLOFY,AR,0,1,2,Argentina,2,0,0,40,2100,1,\N,\N
20180307,2.01803E+18,VF5SH79WWG,BR,0,1,2,Brazil,2,0,0,70,2100,6,\N,\N
20180402,2.01804E+18,ZCJF0JIX8Y,AT,0,1,2,Austria,12,0,0,418,2100,3,\N,\N
20180321,2.01803E+18,2F4G3BSB50,AR,0,0,2,Argentina,2,9,0,12660,2358,123,20180511,20180512
20180320,2.01803E+18,VIYZC84O9B,IT,0,0,2,Italy,18,21,0,2864,2100,1,20180621,20180624
20180406,2.01804E+18,NKODSFY284,US,0,0,2,United States,20,2,0,840,2100,4,20180425,20180426
20180403,2.01804E+18,9CE2HX1NU0,PL,0,1,2,Poland,20,2,0,276,2100,3,20180420,20180421
20180422,2.01804E+18,QDCAPHZIZV,MX,0,1,10,Mexico,20,0,0,0,2116,0,\N,\N
20180427,2.01804E+18,R2YMLZH7QE,AU,0,0,2,Australia,18,1,0,261,2100,5,20180504,20180505
20180420,2.01804E+18,G8T18ECLB7,RO,0,1,2,Romania,20,0,0,17,2113,0,\N,\N
20180305,2.01803E+18,H3320NOS6K,UK,0,0,2,United Kingdom,2,3,0,732,2100,2,20180824,20180826
20180307,2.01803E+18,9FVT08I3EG,AR,0,1,2,Argentina,2,2,0,152,2100,2,20180321,20180322
20180401,2.01804E+18,97SK55PH4A,SK,0,0,2,Slovakia,20,1,0,81,2100,2,20180820,20180827
20180418,2.01804E+18,J7NGDUBO3K,TR,0,1,2,Turkey,18,2,2,315,2100,0,20180418,20180430
20180321,2.01803E+18,D9P32ZK9SC,UK,0,0,2,United Kingdom,18,0,0,0,2142,2,\N,\N
20180406,2.01804E+18,F7K5N6CINR,AU,0,0,2,Australia,18,0,0,160,2100,0,\N,\N
20180319,2.01803E+18,117UXMZQW8,PE,0,1,2,Peru,20,0,0,16,2114,0,\N,\N
20180301,2.01803E+18,K6IW1O5AFE,AR,0,1,2,Argentina,20,4,1,1180,2100,0,20180309,20180323
20180416,2.01804E+18,J9G8PRVR73,JP,0,0,2,Japan,12,0,0,139,2100,0,\N,\N
20180402,2.01804E+18,29V0W3E1LO,PL,0,0,2,Poland,4,7,0,2153,2100,134,20180410,20180412
20180320,2.01803E+18,P29WEO81IP,US,0,1,2,United States,28,0,0,493,2100,1,\N,\N
20180321,2.01803E+18,SSG08F390Z,BR,0,1,2,Brazil,20,4,0,2673,2113,209,20180328,20180330
20180309,2.01803E+18,7OWGRRAKMW,IN,0,1,2,India,2,2,0,172,2100,0,20180313,20180314
20180408,2.01804E+18,7OZ29CXDJM,RU,0,0,2,Russian Federation,22,2,0,401,2100,3,20180709,20180720
20180404,2.01804E+18,R16FQFMJXF,IN,0,1,2,India,4,0,0,1129,2100,9,\N,\N
20180426,2.01804E+18,ZO5WW5SOA6,ZA,0,1,2,South Africa,18,0,0,2,2113,0,\N,\N
20180305,2.01803E+18,JNAHIVMBGE,ES,0,0,2,Spain,20,0,0,47,2315,0,\N,\N
20180429,2.01804E+18,GAEHVF5THZ,US,0,1,2,United States,28,0,0,6,2114,0,\N,\N
20180323,2.01803E+18,ZF2Z1P98MU,BR,0,0,2,Brazil,20,0,0,0,2142,4,\N,\N
20180314,2.01803E+18,R99FRCYI5I,UK,0,0,2,United Kingdom,12,0,0,95,2100,0,\N,\N
20180404,2.01804E+18,FZIVFL193T,IE,0,1,2,Ireland,20,6,0,5664,2100,0,20180404,20180405
20180409,2.01804E+18,JVD2TZZ9LB,DE,0,1,2,Germany,4,0,0,6,2111,0,\N,\N
20180307,2.01803E+18,C1CMZHPBIW,US,0,0,2,United States,18,1,0,166,2100,1,20180306,20180307
20180419,2.01804E+18,CPXUQW0TS0,IN,0,0,2,India,20,0,0,59,2313,0,\N,\N
20180410,2.01804E+18,9AZ0JCAKCB,MX,0,1,2,Mexico,2,0,0,108,2100,0,\N,\N
20180421,2.01804E+18,DQPGMO4ILT,TR,0,0,2,Turkey,18,3,0,240,2100,29,20180614,20180617
20180312,2.01803E+18,QL102Y2IOR,DE,0,0,2,Germany,12,5,0,2077,2100,0,20180509,20180512
20180402,2.01804E+18,DAWBCF2ES6,CL,0,0,2,Venezuela,22,1,0,665,2100,0,20180526,20180602
20180309,2.01803E+18,4OH2YZHLNS,JP,0,1,2,Japan,12,1,0,207,2100,0,20180331,20180401
20180313,2.01803E+18,5UAILBNBAL,FR,0,1,10,France,18,1,0,14,2116,0,20180323,20180324
20180405,2.01804E+18,7WG5629BZW,BR,0,1,2,Brazil,20,4,0,984,2100,0,20181006,20181011
20180405,2.01804E+18,EC03YYOIJK,DE,0,1,2,Germany,18,2,0,309,2100,2,20180407,20180408
20180322,2.01803E+18,06DRS206JD,DE,0,0,2,Germany,4,0,0,0,2106,0,\N,\N
20180430,2.01804E+18,1F6QG89BHM,IN,0,0,2,India,20,0,0,309,2100,27,\N,\N
20180419,2.01804E+18,FXG595HLUO,JP,0,1,2,Japan,26,1,0,477,2100,0,20180514,20180515
20180323,2.01803E+18,9K4D9HXO4E,US,0,0,2,Spain,2,1,0,128,2321,0,20180415,20180419
20180401,2.01804E+18,OBM1S35S0K,UK,0,0,2,United Kingdom,14,4,0,4977,2100,1,20180423,20180424
20180404,2.01804E+18,4NM0EF9W4O,AR,0,1,2,Argentina,26,0,0,35,2111,0,\N,\N
20180329,2.01803E+18,7AG66WRE15,RU,0,1,2,Russian Federation,20,6,0,876,2100,0,20180409,20180414
20180307,2.01803E+18,XO1NKPH22F,DE,0,0,2,Germany,12,1,0,299,2100,2,20180417,20180418
20180327,2.01803E+18,8H20GC0CS9,UK,0,0,2,United Kingdom,2,6,0,5243,2115,11,20180331,20180401
20180413,2.01804E+18,GGPSUIDVMH,US,0,0,2,Jamaica,2,0,0,75,2100,0,\N,\N
20180401,2.01804E+18,4SD03O8KJT,CA,0,1,2,Canada,18,2,0,85,2100,0,20180401,20180402
20180418,2.01804E+18,9ZGUN78RL3,DE,0,0,2,Germany,12,2,0,110,2100,0,20180428,20180502
20180409,2.01804E+18,SA202J8S40,NZ,0,1,2,New Zealand,14,2,0,398,2100,0,20180904,20180905
20180417,2.01804E+18,XUL2NORS3U,ES,0,1,2,Spain,2,1,0,954,2100,0,20180702,20180705
20180423,2.01804E+18,098Q48WVFI,DE,0,0,2,Germany,28,3,0,4774,2100,0,20180501,20180504
20180330,2.01803E+18,RCUA5KZSCY,PT,0,1,2,Portugal,2,1,0,71,2100,0,20180506,20180508
20180312,2.01803E+18,2OVDJGT1Z1,ES,0,0,2,Austria,20,4,0,388,2100,0,20180313,20180315
20180309,2.01803E+18,AR0YQJOHIZ,UK,0,1,2,United Kingdom,20,0,0,1943,2100,17,\N,\N
20180427,2.01804E+18,W74DAYMU48,VN,0,0,2,Vietnam,18,1,0,134,2100,2,20180517,20180518
20180430,2.01804E+18,O4EJXU4S5O,UK,0,0,2,United Kingdom,18,0,0,38,2100,0,\N,\N
20180319,2.01803E+18,OYQUVTKAPK,US,0,1,2,United States,18,2,0,941,2100,27,20180406,20180408
20180305,2.01803E+18,0B2WR4XTQH,US,0,0,2,United States,2,3,0,3560,2100,0,20180622,20180624
20180301,2.01803E+18,2A0ZMI4UXN,FR,0,0,2,Switzerland,12,4,0,820,2100,71,20180426,20180430
20180308,2.01803E+18,VGU2RJ18WZ,TW,0,1,2,Taiwan,2,0,0,520,2113,0,\N,\N
20180416,2.01804E+18,2MAMJ6P7CZ,DE,0,1,2,Germany,4,2,0,1501,2100,0,20180504,20180505
20180318,2.01803E+18,OSG5VD5092,AR,0,1,2,Argentina,20,1,0,183,2100,0,20180502,20180508
20180322,2.01803E+18,57ODFB2WFP,DK,0,0,2,Denmark,16,0,0,130,2100,1,\N,\N
20180315,2.01803E+18,OE8NBLEMWW,UK,0,0,2,United Kingdom,4,1,0,154,2100,0,20180320,20180321
20180402,2.01804E+18,O0V8E95GMO,IN,0,0,2,India,20,1,0,190,2100,0,20180402,20180404
20180422,2.01804E+18,ANGHT0AO8E,US,0,1,2,Trinidad and Tobago,20,0,0,25,2100,0,\N,\N
20180406,2.01804E+18,JT8X84J3JW,US,0,1,2,United States,2,3,0,739,2100,2,20180605,20180607
20180415,2.01804E+18,F799U6959H,KR,0,1,2,Korea  Republic of,12,7,0,1722,2100,0,20180516,20180517
20180317,2.01803E+18,J5ILEUT646,FI,0,0,2,Finland,20,0,0,9,2106,0,\N,\N
20180415,2.01804E+18,3H5ABQE10A,DE,0,0,2,Germany,2,2,0,4113,2100,14,20180423,20180424
20180426,2.01804E+18,VF16QMEAED,ES,0,0,2,Argentina,20,0,0,174,2100,0,\N,\N
20180428,2.01804E+18,4PCX6JDNR5,CN,0,1,2,China,2,0,0,1,2116,0,\N,\N
20180321,2.01803E+18,5LSRFU6F0U,PT,0,1,2,United Kingdom,20,0,0,22,2100,0,\N,\N
20180425,2.01804E+18,14X043EUJE,DE,0,0,2,Germany,4,2,0,1080,2100,0,20180607,20180611
20180415,2.01804E+18,RBRK90WMGY,PT,0,1,2,Portugal,2,0,0,36,2116,0,\N,\N
20180415,2.01804E+18,LEIS02DFU3,US,0,0,2,United States,16,2,0,410,2111,0,20180913,20180916
20180409,2.01804E+18,7UCOJ7W524,IE,0,0,2,Ireland,20,3,0,1710,2100,0,20180428,20180429
20180304,2.01803E+18,Q7CU6X9K7B,ID,0,0,2,Indonesia,20,3,0,2109,2113,26,20180317,20180319
20180412,2.01804E+18,LN87K9O9XE,UK,0,1,2,United Kingdom,20,0,0,90,2100,0,\N,\N
20180310,2.01803E+18,42OX556TGI,IT,0,0,10,Italy,2,0,0,11,2116,0,\N,\N
20180301,2.01803E+18,FN1N7RYQW6,CA,0,0,2,Canada,4,0,0,138,2113,2,\N,\N
20180403,2.01804E+18,YODVXPRWHD,UK,0,1,2,United Kingdom,2,1,0,275,2100,0,20180729,20180812
20180404,2.01804E+18,DPQ0KH24OL,MX,0,0,2,Mexico,20,1,0,47,2100,0,20180413,20180414
20180428,2.01804E+18,I509MH39TI,US,0,0,2,Brazil,18,3,0,384,2100,41,20190414,20190420
20180415,2.01804E+18,5I25VD5FHH,MX,0,0,10,Mexico,2,0,0,331,2116,144,\N,\N
20180314,2.01803E+18,PRDP0MKM8G,CA,0,1,2,Canada,12,2,1,141,2100,2,20180821,20180824
20180414,2.01804E+18,G8JGIU4IKI,RU,0,1,2,Russian Federation,20,2,0,63,2100,2,20180624,20180628
20180417,2.01804E+18,7YCOJWLOSJ,SI,0,1,2,Slovenia,28,5,0,4278,2100,54,20180814,20180818
20180322,2.01803E+18,7MXPHQWCF7,US,0,1,2,United States,20,2,0,5318,2100,0,20180321,20180322
20180328,2.01803E+18,OVJJBPBI9G,PT,0,0,2,Andorra,16,3,0,318,2111,56,20180330,20180401
20180430,2.01804E+18,1YXZR7KFMW,IT,0,1,2,Italy,14,9,0,414,2100,0,20180729,20180805
20180307,2.01803E+18,8VK0E0SK6K,US,0,1,2,United States,2,1,0,30,2100,0,20180919,20180921
20180311,2.01803E+18,H8EQ4NHERR,IT,0,1,2,Italy,20,1,0,140,2100,0,20180701,20180708
20180303,2.01803E+18,6T964KX4OP,IT,0,1,2,Italy,20,0,0,6,2113,0,\N,\N
20180401,2.01804E+18,D3LEYWV4NT,RU,0,0,2,Russian Federation,20,0,0,273,2100,0,\N,\N
20180426,2.01804E+18,GX88HDC1BJ,US,0,0,2,United States,18,1,0,38,2100,0,20180511,20180512
20180415,2.01804E+18,C9MXVXWT6D,UK,0,1,2,United Kingdom,18,1,0,155,2100,1,20180527,20180528
20180427,2.01804E+18,PKG8R4AVBD,TR,0,0,2,Turkey,20,2,0,597,2100,0,20180519,20180520
20180330,2.01803E+18,9HYAK01R0A,JP,0,0,2,Japan,16,0,0,107,2100,0,\N,\N
20180309,2.01803E+18,19HQ69RTOP,DE,0,0,2,Thailand,20,0,0,78,2100,0,\N,\N
20180313,2.01803E+18,KQ1ZYXEQVK,ZA,0,0,2,South Africa,20,1,0,241,2113,0,20180317,20180318
20180427,2.01804E+18,R5LDZ4KSCD,US,0,0,2,United States,4,19,0,2032,2100,0,20180707,20180714
20180428,2.01804E+18,JSR2YN5C9H,NO,0,1,2,Norway,18,0,0,800,2113,0,\N,\N
20180318,2.01803E+18,9OL7T7YDNM,DE,0,1,2,Germany,26,0,0,38,2113,0,\N,\N
20180424,2.01804E+18,TAJ2IVEAE1,NZ,0,0,2,New Zealand,2,1,0,193,2100,9,20180503,20180504
20180325,2.01803E+18,EBKHNY0C06,DE,0,0,2,Germany,14,0,0,156,2100,2,\N,\N
20180307,2.01803E+18,95H3Q6LNH1,MX,0,0,2,Mexico,16,2,0,4022,2100,6,20180306,20180331
20180410,2.01804E+18,4E29CRVNI8,DE,0,1,2,Europe,2,1,0,277,2100,0,20180629,20180701
20180414,2.01804E+18,EXMVO0834J,DE,0,0,2,Germany,4,0,0,0,2106,0,\N,\N
20180410,2.01804E+18,UPU0O7MWIB,UK,0,0,10,United Kingdom,18,1,0,71,2116,0,20180415,20180416
20180422,2.01804E+18,6I6FH93I9E,US,0,0,2,Honduras,18,0,0,0,2142,2,\N,\N
20180405,2.01804E+18,1J8BDGUGH0,US,0,0,2,United States,18,3,0,422,2100,68,20180505,20180506
20180429,2.01804E+18,5WD6JUOGH9,UK,0,0,2,United Kingdom,18,1,0,92,2100,2,20180524,20180529
20180420,2.01804E+18,QS35ESI1I5,US,0,1,2,United States,4,1,0,2571,2100,0,20180426,20180427
20180328,2.01803E+18,0H71KXPJGA,UK,0,1,2,United Kingdom,20,0,0,31,2111,0,\N,\N
20180407,2.01804E+18,XU3J5B6HXU,US,0,1,2,United States,20,9,0,1530,2113,0,20180413,20180416
20180415,2.01804E+18,XGF90TV9G7,UY,0,1,2,Uruguay,20,1,0,138,2100,2,20180420,20180421
20180316,2.01803E+18,EXEBQ729NB,DE,0,1,2,Germany,18,1,0,89,2100,0,20180421,20180426
20180403,2.01804E+18,IB8GNMIMKD,MX,0,0,2,Mexico,20,2,0,483,2100,7,20180504,20180506
20180301,2.01803E+18,5QBR6IRNP6,MX,0,0,2,Mexico,20,1,0,304,2100,15,20180310,20180311
20180322,2.01803E+18,VIWF16VG0C,ES,0,1,2,Spain,20,2,0,338,2100,0,20180324,20180325
20180420,2.01804E+18,RFPCJXZ255,DE,0,0,2,Germany,2,3,0,697,2100,7,20180430,20180501
20180317,2.01803E+18,VWNM41XUQ6,CH,0,1,2,Switzerland,20,0,0,0,2116,0,\N,\N
20180429,2.01804E+18,V4PDUX62NP,US,0,1,2,United States,20,0,0,32,2100,0,\N,\N
20180310,2.01803E+18,T7OV44VW5F,TR,0,1,2,Turkey,2,2,0,81,2100,0,20180414,20180415
20180317,2.01803E+18,RTAY9QL807,RU,0,1,2,Russian Federation,28,0,0,80,2113,0,\N,\N
20180308,2.01803E+18,B362EHW61O,US,0,0,2,United States,20,3,0,600,2100,0,20180316,20180318
20180313,2.01803E+18,22D15D6M0M,BR,0,1,2,Brazil,20,0,0,180,2100,20,\N,\N
20180320,2.01803E+18,BBB603RUA1,US,0,1,2,United States,4,1,0,16,2100,0,20180327,20180328
20180328,2.01803E+18,3FZI1EIP8D,IT,0,0,2,Italy,2,1,0,19,2100,0,20180423,20180424
20180301,2.01803E+18,01K5H6YM33,US,0,1,2,United States,2,0,0,246,2100,10,\N,\N
20180313,2.01803E+18,PLQDI1ACD6,US,0,0,2,United States,20,0,0,52,2316,0,\N,\N
20180322,2.01803E+18,LMAL03CXBG,BR,0,1,10,Brazil,18,1,0,360,2116,14,20180325,20180326
20180325,2.01803E+18,Y7UW82LASL,EC,0,1,2,Ecuador,20,0,0,19,2100,0,\N,\N
20180306,2.01803E+18,8WCWCXZEG7,US,0,0,2,China,2,0,0,8,2115,0,\N,\N
20180301,2.01803E+18,GLXQSRYM86,SG,0,0,2,Singapore,20,0,0,0,2142,5,\N,\N
20180408,2.01804E+18,5XOGL8IYVD,DE,0,1,2,Germany,20,0,0,0,2100,0,\N,\N
20180324,2.01803E+18,RJPPPEUYDN,US,0,1,2,United States,14,0,0,868,2100,84,\N,\N
20180321,2.01803E+18,1SWDX96YXE,US,0,0,2,Mexico,14,1,0,696,2316,1,20180321,20180325
20180417,2.01804E+18,YMBWX3W35Y,DE,0,0,2,Canada,2,0,0,130,2100,0,\N,\N
20180326,2.01803E+18,556FE7OYUC,BR,0,0,2,Brazil,28,0,0,309,2100,31,\N,\N
20180406,2.01804E+18,XPPETT8GQX,NL,0,0,2,Netherlands,4,0,0,15,2100,0,\N,\N
20180401,2.01804E+18,3TRUWXLM0A,US,0,0,2,United States,2,0,0,68,2471,0,\N,\N
20180322,2.01803E+18,B869HGSVKL,KR,0,0,2,Korea  Republic of,20,0,0,52,2100,0,\N,\N
20180403,2.01804E+18,ICZLN5UXJ1,UK,0,1,2,United Kingdom,4,2,0,547,2100,203,20190214,20190217
20180404,2.01804E+18,153DL98V06,UK,0,1,2,United Kingdom,20,5,0,1729,2100,16,20180605,20180608
20180306,2.01803E+18,D8MC9CHQO5,CH,0,1,2,Switzerland,18,1,0,27,2111,0,20180315,20180316
20180302,2.01803E+18,5IVU2EH1NB,AU,0,0,2,Australia,18,1,0,68,2391,0,20180403,20180407
20180421,2.01804E+18,5S5F0KW53R,IN,0,0,2,India,20,3,0,1055,2100,0,20180428,20180429
20180419,2.01804E+18,SWDR6Y0E5V,US,0,0,2,United States,4,2,0,395,2116,0,20180430,20180501
20180417,2.01804E+18,6D6KLXPUXI,FR,0,0,2,Canada,2,0,0,34,2100,0,\N,\N
20180316,2.01803E+18,4N29U76J6F,UK,0,0,2,United Kingdom,2,0,0,6,2252,0,\N,\N
20180329,2.01803E+18,PO8MPRJS60,US,0,0,2,Hong Kong,2,0,0,34,2100,0,\N,\N
20180422,2.01804E+18,D8AZQJVWMK,AA,0,0,2,Algeria,20,2,0,270,2100,3,20180508,20180515
20180403,2.01804E+18,EMA2HTBEKS,IE,0,1,2,United Kingdom,2,1,0,37,2100,0,20180416,20180419
20180428,2.01804E+18,HL65K8LZM5,JP,0,0,2,Japan,18,2,0,262,2100,0,20180505,20180506
20180425,2.01804E+18,AI5H24HFOW,UK,0,1,2,United Kingdom,16,0,0,71,2100,0,\N,\N
20180313,2.01803E+18,SUUKF59NBR,BR,0,0,2,Brazil,2,7,0,876,2100,2,20181017,20181024
20180415,2.01804E+18,WB1OGPDO1H,NL,0,1,2,Netherlands,2,0,0,652,2100,2,\N,\N
20180423,2.01804E+18,30YEXAAS1C,US,0,0,2,Germany,20,0,0,486,2374,0,\N,\N
20180328,2.01803E+18,844UBMA1IK,FR,0,0,2,France,20,0,0,0,2100,0,\N,\N
20180312,2.01803E+18,0GKWVIXDCC,US,0,1,2,United States,20,2,0,211,2100,20,20180316,20180318
20180329,2.01803E+18,WND4HS9KDK,FR,0,0,2,France,26,0,0,26,2106,0,\N,\N
20180318,2.01803E+18,GNOHFZ0INV,AR,0,0,2,Argentina,2,0,0,153,2100,2,\N,\N
20180318,2.01803E+18,FLAIV02EB9,CA,0,0,2,Canada,18,5,0,1052,2100,0,20180721,20180722
20180312,2.01803E+18,ABH4QYTQU6,ES,0,0,2,Spain,18,0,0,833,2100,20,\N,\N
20180423,2.01804E+18,3TPVYVN1C6,HK,0,1,2,Hong Kong,20,4,0,833,2100,2,20180816,20180818
20180326,2.01803E+18,Q8WUUBXAN0,BR,0,0,10,Brazil,2,0,0,16,2116,0,\N,\N
20180329,2.01803E+18,90BR4DYLLK,BR,0,1,2,Brazil,20,1,0,176,2113,0,20180417,20180418
20180305,2.01803E+18,EIU0EPI0R5,DE,0,0,2,Germany,18,0,0,166,2100,5,\N,\N
20180314,2.01803E+18,6U7QGBPAB6,UK,0,1,2,United Kingdom,16,2,0,344,2100,0,20180315,20180316
20180411,2.01804E+18,JNNR61KO3Y,ID,0,0,2,Indonesia,2,0,0,589,2100,0,\N,\N
20180330,2.01803E+18,PIX2V2M9Z1,US,0,1,2,Panama,18,0,0,130,2100,0,\N,\N
20180328,2.01803E+18,CVWB40GP19,AU,0,1,2,Australia,16,0,0,8,2113,0,\N,\N
20180424,2.01804E+18,G2Y5554X9D,HR,0,1,2,Croatia,18,0,0,84,2100,0,\N,\N
20180328,2.01803E+18,592C65MJZA,MX,0,0,2,Mexico,2,0,0,776,2100,0,\N,\N
20180316,2.01803E+18,R4XBFHAQBR,ES,0,0,2,Spain,18,0,0,0,2106,0,\N,\N
